vds_id,avg_speed,traffic_volume,occupancy,hour,date,route_no,direction,km
0010VDE30400,89.24,942,1.94,0,2026-02-03,0010,E,392.5
0010VDE30500,86.99,1056,1.9,0,2026-02-03,0010,E,394.0
0010VDE30600,90.87,875,1.79,0,2026-02-03,0010,E,395.0
0010VDE30800,92.92,805,1.88,0,2026-02-03,0010,E,399.7
0010VDE30900,92.91,986,2.02,0,2026-02-03,0010,E,401.0
0010VDE30910,56.18,75,1.98,0,2026-02-03,0010,E,406.5
0010VDE31400,96.14,1292,0.46,0,2026-02-03,0010,E,406.5
0010VDE31500,93.23,1315,0.46,0,2026-02-03,0010,E,408.2
0010VDE31800,97.32,726,1.17,0,2026-02-03,0010,E,411.6
0010VDE31900,97.44,1615,0.43,0,2026-02-03,0010,E,412.3
0010VDE32150,104.19,1563,0.41,0,2026-02-03,0010,E,413.2
0010VDE32250,104.75,1619,0.39,0,2026-02-03,0010,E,414.3
0010VDE32350,101.93,1508,0.38,0,2026-02-03,0010,E,415.3
0010VDE30400,87.62,986,1.91,1,2026-02-03,0010,E,392.5
0010VDE30500,83.99,758,1.84,1,2026-02-03,0010,E,394.0
0010VDE30600,87.78,579,1.72,1,2026-02-03,0010,E,395.0
0010VDE30800,90.89,849,1.77,1,2026-02-03,0010,E,399.7
0010VDE30900,91.78,912,1.8,1,2026-02-03,0010,E,401.0
0010VDE30910,54.67,69,2.33,1,2026-02-03,0010,E,406.5
0010VDE31400,94.51,1017,0.49,1,2026-02-03,0010,E,406.5
0010VDE31500,92.57,869,0.47,1,2026-02-03,0010,E,408.2
0010VDE31800,94.91,621,1.14,1,2026-02-03,0010,E,411.6
0010VDE31900,95.7,1163,0.46,1,2026-02-03,0010,E,412.3
0010VDE32150,101.9,1123,0.42,1,2026-02-03,0010,E,413.2
0010VDE32250,102.66,1112,0.41,1,2026-02-03,0010,E,414.3
0010VDE32350,98.98,1047,0.42,1,2026-02-03,0010,E,415.3
0010VDE30400,85.46,762,1.73,2,2026-02-03,0010,E,392.5
0010VDE30500,82.89,658,1.71,2,2026-02-03,0010,E,394.0
0010VDE30600,87.75,484,1.62,2,2026-02-03,0010,E,395.0
0010VDE30800,88.88,556,1.68,2,2026-02-03,0010,E,399.7
0010VDE30900,90.51,794,1.72,2,2026-02-03,0010,E,401.0
0010VDE30910,51.69,46,2.44,2,2026-02-03,0010,E,406.5
0010VDE31400,92.63,853,0.54,2,2026-02-03,0010,E,406.5
0010VDE31500,91.88,717,0.49,2,2026-02-03,0010,E,408.2
0010VDE31800,94.12,388,1.0,2,2026-02-03,0010,E,411.6
0010VDE31900,93.82,875,0.47,2,2026-02-03,0010,E,412.3
0010VDE32150,100.43,861,0.44,2,2026-02-03,0010,E,413.2
0010VDE32250,99.69,868,0.45,2,2026-02-03,0010,E,414.3
0010VDE32350,97.0,826,0.46,2,2026-02-03,0010,E,415.3
0010VDE30400,84.04,805,1.79,3,2026-02-03,0010,E,392.5
0010VDE30500,80.85,741,1.86,3,2026-02-03,0010,E,394.0
0010VDE30600,83.73,425,1.7,3,2026-02-03,0010,E,395.0
0010VDE30800,87.84,653,1.71,3,2026-02-03,0010,E,399.7
0010VDE30900,88.52,604,1.69,3,2026-02-03,0010,E,401.0
0010VDE30910,50.86,30,1.8,3,2026-02-03,0010,E,406.5
0010VDE31400,89.31,815,0.57,3,2026-02-03,0010,E,406.5
0010VDE31500,88.07,558,0.55,3,2026-02-03,0010,E,408.2
0010VDE31800,91.53,454,1.05,3,2026-02-03,0010,E,411.6
0010VDE31900,91.44,742,0.51,3,2026-02-03,0010,E,412.3
0010VDE32150,97.03,762,0.49,3,2026-02-03,0010,E,413.2
0010VDE32250,96.5,780,0.49,3,2026-02-03,0010,E,414.3
0010VDE32350,95.57,638,0.45,3,2026-02-03,0010,E,415.3
0010VDE30400,83.85,955,2.14,4,2026-02-03,0010,E,392.5
0010VDE30500,80.1,1086,2.17,4,2026-02-03,0010,E,394.0
0010VDE30600,83.7,747,1.93,4,2026-02-03,0010,E,395.0
0010VDE30800,87.73,1025,1.98,4,2026-02-03,0010,E,399.7
0010VDE30900,87.98,757,1.99,4,2026-02-03,0010,E,401.0
0010VDE30910,55.23,53,1.83,4,2026-02-03,0010,E,406.5
0010VDE31400,89.08,1104,0.56,4,2026-02-03,0010,E,406.5
0010VDE31500,87.72,856,0.56,4,2026-02-03,0010,E,408.2
0010VDE31800,90.21,493,1.08,4,2026-02-03,0010,E,411.6
0010VDE31900,90.71,1075,0.52,4,2026-02-03,0010,E,412.3
0010VDE32150,96.02,1056,0.49,4,2026-02-03,0010,E,413.2
0010VDE32250,94.58,1011,0.49,4,2026-02-03,0010,E,414.3
0010VDE32350,92.76,946,0.48,4,2026-02-03,0010,E,415.3
0010VDE30400,82.68,2537,3.84,5,2026-02-03,0010,E,392.5
0010VDE30500,80.24,2557,3.83,5,2026-02-03,0010,E,394.0
0010VDE30600,84.55,1958,3.4,5,2026-02-03,0010,E,395.0
0010VDE30800,89.18,1816,3.43,5,2026-02-03,0010,E,399.7
0010VDE30900,88.11,2433,3.44,5,2026-02-03,0010,E,401.0
0010VDE30910,58.29,201,2.67,5,2026-02-03,0010,E,406.5
0010VDE31400,88.89,2567,0.54,5,2026-02-03,0010,E,406.5
0010VDE31500,87.72,2467,0.53,5,2026-02-03,0010,E,408.2
0010VDE31800,91.38,1365,2.15,5,2026-02-03,0010,E,411.6
0010VDE31900,91.44,2916,0.5,5,2026-02-03,0010,E,412.3
0010VDE32150,95.41,2887,0.49,5,2026-02-03,0010,E,413.2
0010VDE32250,94.24,2731,0.48,5,2026-02-03,0010,E,414.3
0010VDE32350,91.94,2562,0.48,5,2026-02-03,0010,E,415.3
0010VDE30400,66.6,4093,7.28,6,2026-02-03,0010,E,392.5
0010VDE30500,62.99,4108,7.22,6,2026-02-03,0010,E,394.0
0010VDE30600,71.11,3062,5.89,6,2026-02-03,0010,E,395.0
0010VDE30800,78.02,3729,5.35,6,2026-02-03,0010,E,399.7
0010VDE30900,75.63,3900,5.65,6,2026-02-03,0010,E,401.0
0010VDE30910,57.87,423,4.15,6,2026-02-03,0010,E,406.5
0010VDE31400,81.01,4543,0.54,6,2026-02-03,0010,E,406.5
0010VDE31500,72.2,4914,0.63,6,2026-02-03,0010,E,408.2
0010VDE31800,63.4,2254,5.59,6,2026-02-03,0010,E,411.6
0010VDE31900,64.49,5246,1.26,6,2026-02-03,0010,E,412.3
0010VDE32150,62.06,4671,1.43,6,2026-02-03,0010,E,413.2
0010VDE32250,53.95,4388,1.92,6,2026-02-03,0010,E,414.3
0010VDE32350,38.53,4087,2.11,6,2026-02-03,0010,E,415.3
0010VDE30400,69.49,395,3.84,7,2026-02-03,0010,E,392.5
0010VDE30500,83.56,339,2.88,7,2026-02-03,0010,E,394.0
0010VDE30600,84.14,383,2.87,7,2026-02-03,0010,E,395.0
0010VDE30800,84.49,420,3.42,7,2026-02-03,0010,E,399.7
0010VDE30900,81.71,353,3.13,7,2026-02-03,0010,E,401.0
0010VDE30910,50.89,608,18.02,7,2026-02-03,0010,E,406.5
0010VDE31400,90.9,371,0.64,7,2026-02-03,0010,E,406.5
0010VDE31210,33.93,130,39.91,7,2026-02-03,0010,E,407.8
0010VDE31220,44.67,100,30.89,7,2026-02-03,0010,E,407.8
0010VDE31500,85.58,441,0.72,7,2026-02-03,0010,E,408.2
0010VDE31800,26.86,396,11.93,7,2026-02-03,0010,E,411.6
0010VDE31900,22.55,1003,3.03,7,2026-02-03,0010,E,412.3
0010VDE32150,22.79,748,3.12,7,2026-02-03,0010,E,413.2
0010VDE32250,39.71,603,1.89,7,2026-02-03,0010,E,414.3
0010VDE32350,50.02,650,1.26,7,2026-02-03,0010,E,415.3
0010VDE30400,31.1,3087,13.9,8,2026-02-03,0010,E,392.5
0010VDE30500,48.08,2820,9.66,8,2026-02-03,0010,E,394.0
0010VDE30600,30.2,2104,11.85,8,2026-02-03,0010,E,395.0
0010VDE30800,73.64,3298,5.79,8,2026-02-03,0010,E,399.7
0010VDE30900,72.28,3201,6.08,8,2026-02-03,0010,E,401.0
0010VDE30910,49.13,251,11.99,8,2026-02-03,0010,E,406.5
0010VDE31400,86.08,3672,0.47,8,2026-02-03,0010,E,406.5
0010VDE31500,89.25,2889,0.46,8,2026-02-03,0010,E,408.2
0010VDE31800,22.16,1736,15.41,8,2026-02-03,0010,E,411.6
0010VDE31900,17.75,3146,3.73,8,2026-02-03,0010,E,412.3
0010VDE32150,17.66,3116,3.97,8,2026-02-03,0010,E,413.2
0010VDE32250,20.02,2310,5.11,8,2026-02-03,0010,E,414.3
0010VDE32350,13.65,2562,3.48,8,2026-02-03,0010,E,415.3
0010VDE30400,39.42,2843,11.74,9,2026-02-03,0010,E,392.5
0010VDE30500,52.26,3377,8.54,9,2026-02-03,0010,E,394.0
0010VDE30600,62.04,2044,7.13,9,2026-02-03,0010,E,395.0
0010VDE30800,76.32,2642,5.41,9,2026-02-03,0010,E,399.7
0010VDE30900,59.45,3182,7.8,9,2026-02-03,0010,E,401.0
0010VDE30910,39.44,181,19.59,9,2026-02-03,0010,E,406.5
0010VDE31400,80.34,3802,0.5,9,2026-02-03,0010,E,406.5
0010VDE31500,90.27,2636,0.44,9,2026-02-03,0010,E,408.2
0010VDE31800,22.43,1552,15.45,9,2026-02-03,0010,E,411.6
0010VDE31900,15.55,2928,4.4,9,2026-02-03,0010,E,412.3
0010VDE32150,15.43,2783,5.03,9,2026-02-03,0010,E,413.2
0010VDE32250,18.54,1799,5.63,9,2026-02-03,0010,E,414.3
0010VDE32350,11.0,1931,4.49,9,2026-02-03,0010,E,415.3
0010VDE30400,93.51,165,1.8,10,2026-02-03,0010,E,392.5
0010VDE30500,94.44,203,1.93,10,2026-02-03,0010,E,394.0
0010VDE30600,92.57,226,1.95,10,2026-02-03,0010,E,395.0
0010VDE30800,92.95,242,1.98,10,2026-02-03,0010,E,399.7
0010VDE30900,85.69,268,2.32,10,2026-02-03,0010,E,401.0
0010VDE30910,54.64,436,9.29,10,2026-02-03,0010,E,406.5
0010VDE31400,97.26,247,0.63,10,2026-02-03,0010,E,406.5
0010VDE31500,93.81,285,0.66,10,2026-02-03,0010,E,408.2
0010VDE31800,82.78,225,1.9,10,2026-02-03,0010,E,411.6
0010VDE31900,75.72,499,1.45,10,2026-02-03,0010,E,412.3
0010VDE32150,76.01,441,1.25,10,2026-02-03,0010,E,413.2
0010VDE32250,70.5,439,1.41,10,2026-02-03,0010,E,414.3
0010VDE32350,77.26,453,0.81,10,2026-02-03,0010,E,415.3
0010VDE30400,75.48,2946,5.92,11,2026-02-03,0010,E,392.5
0010VDE30500,66.58,2763,6.78,11,2026-02-03,0010,E,394.0
0010VDE30600,81.78,1983,4.45,11,2026-02-03,0010,E,395.0
0010VDE30800,69.31,2064,6.09,11,2026-02-03,0010,E,399.7
0010VDE30900,62.18,2290,7.54,11,2026-02-03,0010,E,401.0
0010VDE30910,52.55,93,5.24,11,2026-02-03,0010,E,406.5
0010VDE31400,83.2,3007,0.57,11,2026-02-03,0010,E,406.5
0010VDE31500,93.65,1798,0.44,11,2026-02-03,0010,E,408.2
0010VDE31800,80.3,1070,3.04,11,2026-02-03,0010,E,411.6
0010VDE31900,66.98,2222,2.35,11,2026-02-03,0010,E,412.3
0010VDE32150,47.04,2132,3.26,11,2026-02-03,0010,E,413.2
0010VDE32250,29.25,1814,4.93,11,2026-02-03,0010,E,414.3
0010VDE32350,10.05,1702,4.73,11,2026-02-03,0010,E,415.3
0010VDE30400,69.45,2958,6.62,12,2026-02-03,0010,E,392.5
0010VDE30500,66.36,3115,7.0,12,2026-02-03,0010,E,394.0
0010VDE30600,76.24,2327,5.39,12,2026-02-03,0010,E,395.0
0010VDE30800,84.22,2465,4.37,12,2026-02-03,0010,E,399.7
0010VDE30900,82.04,2938,4.71,12,2026-02-03,0010,E,401.0
0010VDE30910,52.9,83,7.92,12,2026-02-03,0010,E,406.5
0010VDE31400,86.84,3692,0.47,12,2026-02-03,0010,E,406.5
0010VDE31500,89.12,2487,0.47,12,2026-02-03,0010,E,408.2
0010VDE31800,89.49,1693,3.99,12,2026-02-03,0010,E,411.6
0010VDE31900,91.22,3595,0.45,12,2026-02-03,0010,E,412.3
0010VDE32150,67.15,3167,1.58,12,2026-02-03,0010,E,413.2
0010VDE32250,46.74,2840,2.43,12,2026-02-03,0010,E,414.3
0010VDE32350,12.02,1827,4.21,12,2026-02-03,0010,E,415.3
0010VDE30400,84.79,248,2.23,13,2026-02-03,0010,E,392.5
0010VDE30500,92.4,262,2.07,13,2026-02-03,0010,E,394.0
0010VDE30600,89.1,222,1.96,13,2026-02-03,0010,E,395.0
0010VDE30800,91.75,307,2.26,13,2026-02-03,0010,E,399.7
0010VDE30900,89.86,274,2.27,13,2026-02-03,0010,E,401.0
0010VDE30910,53.19,424,9.91,13,2026-02-03,0010,E,406.5
0010VDE31400,96.46,187,0.62,13,2026-02-03,0010,E,406.5
0010VDE31500,94.82,117,0.66,13,2026-02-03,0010,E,408.2
0010VDE31800,96.38,112,1.77,13,2026-02-03,0010,E,411.6
0010VDE31900,94.14,221,1.06,13,2026-02-03,0010,E,412.3
0010VDE32150,95.41,195,0.63,13,2026-02-03,0010,E,413.2
0010VDE32250,81.17,245,0.79,13,2026-02-03,0010,E,414.3
0010VDE32350,73.44,172,0.8,13,2026-02-03,0010,E,415.3
0010VDE30400,56.82,3381,8.04,14,2026-02-03,0010,E,392.5
0010VDE30500,57.89,3002,7.76,14,2026-02-03,0010,E,394.0
0010VDE30600,71.32,2267,5.77,14,2026-02-03,0010,E,395.0
0010VDE30800,81.16,2646,4.49,14,2026-02-03,0010,E,399.7
0010VDE30900,77.78,3172,5.33,14,2026-02-03,0010,E,401.0
0010VDE30910,56.89,90,4.53,14,2026-02-03,0010,E,406.5
0010VDE31400,81.52,4087,0.5,14,2026-02-03,0010,E,406.5
0010VDE31500,91.14,912,0.45,14,2026-02-03,0010,E,408.2
0010VDE31800,92.26,1596,3.29,14,2026-02-03,0010,E,411.6
0010VDE31900,70.18,3575,3.1,14,2026-02-03,0010,E,412.3
0010VDE32150,58.35,3787,1.63,14,2026-02-03,0010,E,413.2
0010VDE32250,35.28,3133,2.99,14,2026-02-03,0010,E,414.3
0010VDE30400,93.68,219,1.95,15,2026-02-03,0010,E,392.5
0010VDE30500,95.04,200,1.9,15,2026-02-03,0010,E,394.0
0010VDE30600,92.09,235,1.95,15,2026-02-03,0010,E,395.0
0010VDE30800,93.51,282,2.4,15,2026-02-03,0010,E,399.7
0010VDE30900,91.71,252,2.34,15,2026-02-03,0010,E,401.0
0010VDE30910,53.61,430,9.63,15,2026-02-03,0010,E,406.5
0010VDE31400,93.94,320,0.63,15,2026-02-03,0010,E,406.5
0010VDE31500,92.62,314,0.66,15,2026-02-03,0010,E,408.2
0010VDE31800,96.12,391,1.51,15,2026-02-03,0010,E,411.6
0010VDE31900,94.93,403,0.64,15,2026-02-03,0010,E,412.3
0010VDE32150,95.87,377,0.62,15,2026-02-03,0010,E,413.2
0010VDE32250,83.82,428,0.78,15,2026-02-03,0010,E,414.3
0010VDE32350,85.59,175,0.65,15,2026-02-03,0010,E,415.3
0010VDE30400,56.8,2983,7.99,16,2026-02-03,0010,E,392.5
0010VDE30500,60.3,3089,7.65,16,2026-02-03,0010,E,394.0
0010VDE30600,72.71,2636,5.6,16,2026-02-03,0010,E,395.0
0010VDE30800,83.2,2591,4.65,16,2026-02-03,0010,E,399.7
0010VDE30900,79.01,3165,5.34,16,2026-02-03,0010,E,401.0
0010VDE30910,63.07,132,4.66,16,2026-02-03,0010,E,406.5
0010VDE31400,74.09,3810,0.78,16,2026-02-03,0010,E,406.5
0010VDE31500,90.88,2775,0.44,16,2026-02-03,0010,E,408.2
0010VDE31800,92.04,3803,3.3,16,2026-02-03,0010,E,411.6
0010VDE31900,92.07,3664,0.43,16,2026-02-03,0010,E,412.3
0010VDE32150,91.22,3694,0.46,16,2026-02-03,0010,E,413.2
0010VDE32250,59.81,3295,1.69,16,2026-02-03,0010,E,414.3
0010VDE32350,27.88,2260,2.71,16,2026-02-03,0010,E,415.3
0010VDE30400,67.52,3255,6.4,17,2026-02-03,0010,E,392.5
0010VDE30500,66.26,3060,6.39,17,2026-02-03,0010,E,394.0
0010VDE30600,78.94,1887,4.66,17,2026-02-03,0010,E,395.0
0010VDE30800,46.01,2104,9.37,17,2026-02-03,0010,E,399.7
0010VDE30900,42.71,2388,10.21,17,2026-02-03,0010,E,401.0
0010VDE30910,63.86,170,4.53,17,2026-02-03,0010,E,406.5
0010VDE31400,87.82,3215,0.49,17,2026-02-03,0010,E,406.5
0010VDE31500,89.63,2603,0.46,17,2026-02-03,0010,E,408.2
0010VDE31800,90.91,3734,3.36,17,2026-02-03,0010,E,411.6
0010VDE31900,91.49,3779,0.43,17,2026-02-03,0010,E,412.3
0010VDE32150,93.07,3763,0.44,17,2026-02-03,0010,E,413.2
0010VDE32250,88.94,3552,0.43,17,2026-02-03,0010,E,414.3
0010VDE32350,25.18,2373,3.07,17,2026-02-03,0010,E,415.3
0010VDE30400,91.38,397,2.6,18,2026-02-03,0010,E,392.5
0010VDE30500,90.52,396,2.78,18,2026-02-03,0010,E,394.0
0010VDE30600,90.65,400,2.67,18,2026-02-03,0010,E,395.0
0010VDE30800,83.33,441,3.83,18,2026-02-03,0010,E,399.7
0010VDE30900,80.08,567,4.18,18,2026-02-03,0010,E,401.0
0010VDE30910,52.43,542,9.14,18,2026-02-03,0010,E,406.5
0010VDE31400,86.55,587,0.71,18,2026-02-03,0010,E,406.5
0010VDE31500,90.88,495,0.67,18,2026-02-03,0010,E,408.2
0010VDE31800,91.1,641,2.23,18,2026-02-03,0010,E,411.6
0010VDE31900,90.91,671,0.67,18,2026-02-03,0010,E,412.3
0010VDE32150,84.19,649,0.95,18,2026-02-03,0010,E,413.2
0010VDE32250,58.92,717,1.44,18,2026-02-03,0010,E,414.3
0010VDE32350,53.32,631,1.21,18,2026-02-03,0010,E,415.3
0010VDE30400,75.91,2584,5.01,19,2026-02-03,0010,E,392.5
0010VDE30500,71.77,2668,5.17,19,2026-02-03,0010,E,394.0
0010VDE30600,78.99,1983,4.34,19,2026-02-03,0010,E,395.0
0010VDE30800,81.94,2002,3.9,19,2026-02-03,0010,E,399.7
0010VDE30900,82.5,2462,4.17,19,2026-02-03,0010,E,401.0
0010VDE30910,62.06,198,3.34,19,2026-02-03,0010,E,406.5
0010VDE31400,71.21,2985,1.21,19,2026-02-03,0010,E,406.5
0010VDE31500,88.74,2256,0.46,19,2026-02-03,0010,E,408.2
0010VDE31800,89.56,3248,3.01,19,2026-02-03,0010,E,411.6
0010VDE31900,90.34,2957,0.45,19,2026-02-03,0010,E,412.3
0010VDE32150,92.13,3047,0.47,19,2026-02-03,0010,E,413.2
0010VDE32250,86.02,2903,0.47,19,2026-02-03,0010,E,414.3
0010VDE32350,51.17,2065,2.15,19,2026-02-03,0010,E,415.3
0010VDE30400,96.73,257,2.14,20,2026-02-03,0010,E,392.5
0010VDE30500,93.71,298,2.5,20,2026-02-03,0010,E,394.0
0010VDE30600,93.15,342,2.19,20,2026-02-03,0010,E,395.0
0010VDE30800,93.46,269,2.44,20,2026-02-03,0010,E,399.7
0010VDE30900,91.51,343,2.51,20,2026-02-03,0010,E,401.0
0010VDE30910,55.05,307,4.61,20,2026-02-03,0010,E,406.5
0010VDE31400,95.01,329,0.64,20,2026-02-03,0010,E,406.5
0010VDE31500,92.28,375,0.67,20,2026-02-03,0010,E,408.2
0010VDE31800,93.78,461,1.81,20,2026-02-03,0010,E,411.6
0010VDE31900,93.33,459,0.66,20,2026-02-03,0010,E,412.3
0010VDE32150,95.22,459,0.64,20,2026-02-03,0010,E,413.2
0010VDE32250,93.47,447,0.65,20,2026-02-03,0010,E,414.3
0010VDE32350,90.3,433,0.66,20,2026-02-03,0010,E,415.3
0010VDE30400,85.46,2816,3.91,21,2026-02-03,0010,E,392.5
0010VDE30500,82.07,2808,3.92,21,2026-02-03,0010,E,394.0
0010VDE30600,89.29,2030,3.42,21,2026-02-03,0010,E,395.0
0010VDE30800,92.27,2348,3.21,21,2026-02-03,0010,E,399.7
0010VDE30900,91.58,2509,3.28,21,2026-02-03,0010,E,401.0
0010VDE30910,57.35,380,3.59,21,2026-02-03,0010,E,406.5
0010VDE31400,92.99,3215,0.45,21,2026-02-03,0010,E,406.5
0010VDE31500,90.81,2931,0.47,21,2026-02-03,0010,E,408.2
0010VDE31800,92.67,4114,2.75,21,2026-02-03,0010,E,411.6
0010VDE31900,93.55,4019,0.44,21,2026-02-03,0010,E,412.3
0010VDE32150,97.48,3819,0.45,21,2026-02-03,0010,E,413.2
0010VDE32250,96.91,3763,0.42,21,2026-02-03,0010,E,414.3
0010VDE32350,89.48,3073,0.47,21,2026-02-03,0010,E,415.3
0010VDE30400,87.5,2604,3.15,22,2026-02-03,0010,E,392.5
0010VDE30500,84.05,2079,3.22,22,2026-02-03,0010,E,394.0
0010VDE30600,90.63,1581,2.89,22,2026-02-03,0010,E,395.0
0010VDE30800,91.44,2016,3.2,22,2026-02-03,0010,E,399.7
0010VDE30900,92.08,2013,3.21,22,2026-02-03,0010,E,401.0
0010VDE30910,56.83,300,3.26,22,2026-02-03,0010,E,406.5
0010VDE31400,94.45,2726,0.45,22,2026-02-03,0010,E,406.5
0010VDE31500,91.27,2856,0.46,22,2026-02-03,0010,E,408.2
0010VDE31800,95.23,3513,2.23,22,2026-02-03,0010,E,411.6
0010VDE31900,95.5,3502,0.44,22,2026-02-03,0010,E,412.3
0010VDE32150,100.77,3443,0.43,22,2026-02-03,0010,E,413.2
0010VDE32250,99.62,3413,0.42,22,2026-02-03,0010,E,414.3
0010VDE32350,93.96,2930,0.44,22,2026-02-03,0010,E,415.3
0010VDE30400,90.82,216,2.58,23,2026-02-03,0010,E,392.5
0010VDE30500,88.78,198,2.47,23,2026-02-03,0010,E,394.0
0010VDE30600,91.52,177,2.62,23,2026-02-03,0010,E,395.0
0010VDE30800,92.46,201,2.61,23,2026-02-03,0010,E,399.7
0010VDE30900,91.18,270,3.53,23,2026-02-03,0010,E,401.0
0010VDE30910,62.34,19,2.01,23,2026-02-03,0010,E,406.5
0010VDE31400,102.28,181,0.46,23,2026-02-03,0010,E,406.5
0010VDE31500,96.35,201,0.43,23,2026-02-03,0010,E,408.2
0010VDE31900,95.87,266,0.43,23,2026-02-03,0010,E,412.3
0010VDE32150,100.25,250,0.44,23,2026-02-03,0010,E,413.2
0010VDE32250,100.06,248,0.4,23,2026-02-03,0010,E,414.3
0010VDE32350,97.09,251,0.42,23,2026-02-03,0010,E,415.3
0010VDE30400,90.51,998,2.06,0,2026-02-04,0010,E,392.5
0010VDE30500,87.17,1085,2.04,0,2026-02-04,0010,E,394.0
0010VDE30600,91.09,979,1.89,0,2026-02-04,0010,E,395.0
0010VDE30800,93.68,1040,2.05,0,2026-02-04,0010,E,399.7
0010VDE30900,94.54,1120,2.05,0,2026-02-04,0010,E,401.0
0010VDE30910,56.14,100,2.26,0,2026-02-04,0010,E,406.5
0010VDE31400,96.84,1442,0.45,0,2026-02-04,0010,E,406.5
0010VDE31500,94.19,1401,0.45,0,2026-02-04,0010,E,408.2
0010VDE31800,96.47,1937,1.15,0,2026-02-04,0010,E,411.6
0010VDE31900,96.84,1850,0.43,0,2026-02-04,0010,E,412.3
0010VDE32150,103.73,1870,0.4,0,2026-02-04,0010,E,413.2
0010VDE32250,103.84,1850,0.39,0,2026-02-04,0010,E,414.3
0010VDE32350,100.26,1711,0.39,0,2026-02-04,0010,E,415.3
0010VDE30400,88.45,930,1.92,1,2026-02-04,0010,E,392.5
0010VDE30500,84.47,757,1.92,1,2026-02-04,0010,E,394.0
0010VDE30600,89.39,735,1.82,1,2026-02-04,0010,E,395.0
0010VDE30800,89.65,776,1.89,1,2026-02-04,0010,E,399.7
0010VDE30900,89.54,780,1.97,1,2026-02-04,0010,E,401.0
0010VDE30910,53.49,61,1.98,1,2026-02-04,0010,E,406.5
0010VDE31400,95.12,1091,0.48,1,2026-02-04,0010,E,406.5
0010VDE31500,92.6,1051,0.47,1,2026-02-04,0010,E,408.2
0010VDE31800,95.79,1389,1.02,1,2026-02-04,0010,E,411.6
0010VDE31900,96.09,1336,0.44,1,2026-02-04,0010,E,412.3
0010VDE32150,103.51,1362,0.41,1,2026-02-04,0010,E,413.2
0010VDE32250,103.91,1328,0.41,1,2026-02-04,0010,E,414.3
0010VDE32350,101.0,1214,0.42,1,2026-02-04,0010,E,415.3
0010VDE30400,84.79,689,1.78,2,2026-02-04,0010,E,392.5
0010VDE30500,81.03,798,1.86,2,2026-02-04,0010,E,394.0
0010VDE30600,85.57,514,1.66,2,2026-02-04,0010,E,395.0
0010VDE30800,89.95,674,1.82,2,2026-02-04,0010,E,399.7
0010VDE30900,88.86,702,1.72,2,2026-02-04,0010,E,401.0
0010VDE30910,53.23,49,2.1,2,2026-02-04,0010,E,406.5
0010VDE31400,92.79,812,0.51,2,2026-02-04,0010,E,406.5
0010VDE31500,90.11,761,0.51,2,2026-02-04,0010,E,408.2
0010VDE31800,93.3,1042,1.05,2,2026-02-04,0010,E,411.6
0010VDE31900,93.61,894,0.47,2,2026-02-04,0010,E,412.3
0010VDE32150,99.8,935,0.45,2,2026-02-04,0010,E,413.2
0010VDE32250,99.33,922,0.44,2,2026-02-04,0010,E,414.3
0010VDE32350,96.05,851,0.44,2,2026-02-04,0010,E,415.3
0010VDE30400,85.05,816,1.91,3,2026-02-04,0010,E,392.5
0010VDE30500,80.63,744,1.86,3,2026-02-04,0010,E,394.0
0010VDE30600,84.15,527,1.64,3,2026-02-04,0010,E,395.0
0010VDE30800,88.74,722,1.75,3,2026-02-04,0010,E,399.7
0010VDE30900,88.59,638,1.8,3,2026-02-04,0010,E,401.0
0010VDE30910,52.58,52,2.22,3,2026-02-04,0010,E,406.5
0010VDE31400,90.25,909,0.56,3,2026-02-04,0010,E,406.5
0010VDE31500,88.59,749,0.53,3,2026-02-04,0010,E,408.2
0010VDE31800,91.99,1084,1.09,3,2026-02-04,0010,E,411.6
0010VDE31900,92.26,896,0.51,3,2026-02-04,0010,E,412.3
0010VDE32150,97.99,891,0.48,3,2026-02-04,0010,E,413.2
0010VDE32250,98.49,923,0.47,3,2026-02-04,0010,E,414.3
0010VDE32350,95.77,601,0.46,3,2026-02-04,0010,E,415.3
0010VDE30400,83.01,1097,2.23,4,2026-02-04,0010,E,392.5
0010VDE30500,80.54,1091,2.19,4,2026-02-04,0010,E,394.0
0010VDE30600,84.19,724,1.97,4,2026-02-04,0010,E,395.0
0010VDE30800,88.57,1063,1.94,4,2026-02-04,0010,E,399.7
0010VDE30900,88.37,909,2.0,4,2026-02-04,0010,E,401.0
0010VDE30910,55.62,70,2.32,4,2026-02-04,0010,E,406.5
0010VDE31400,89.05,1141,0.57,4,2026-02-04,0010,E,406.5
0010VDE31500,88.19,919,0.55,4,2026-02-04,0010,E,408.2
0010VDE31800,91.9,1256,1.2,4,2026-02-04,0010,E,411.6
0010VDE31900,91.77,1142,0.53,4,2026-02-04,0010,E,412.3
0010VDE32150,96.04,1176,0.5,4,2026-02-04,0010,E,413.2
0010VDE32250,96.55,1162,0.5,4,2026-02-04,0010,E,414.3
0010VDE30400,83.08,2386,3.72,5,2026-02-04,0010,E,392.5
0010VDE30500,80.97,2297,3.79,5,2026-02-04,0010,E,394.0
0010VDE30600,85.3,1693,3.45,5,2026-02-04,0010,E,395.0
0010VDE30800,89.31,2300,3.61,5,2026-02-04,0010,E,399.7
0010VDE30900,88.19,2356,3.63,5,2026-02-04,0010,E,401.0
0010VDE30910,56.63,214,2.53,5,2026-02-04,0010,E,406.5
